id,area,feature,user_story,expected_behavior,source,tests,status,test_method,result,errors_found,fix_applied,retest_result
WS-11,Workspace,Metadata persistence + restore,"As a user, I want workspace config/tabs to persist across restarts, so that I don't lose state.",Atomic write to ~/.amux/workspaces-metadata/<id>/workspace.json (temp+fsync+rename); includes name/branch/base/repo/root/assistant/scripts/env/openTabs/activeTab/archived; backup recovery on corruption.,data/workspace_store.go; workspace.go,data/workspace_store_test.go,Pass,code-trace (Phase 2 multi-agent verify),"data/workspace_store.go:60-62 workspacePath = root/<id>/workspace.json where root is ~/.amux/workspaces-metadata (config/paths.go:32). Save (:168-217) marshals name/branch/base/repo/root/assistant/scripts/env/openTabs/activeTab/archived (data/workspace.go:50-82 struct tags) and writes atomically via fsatomic.WriteFile (temp + tmp.Sync() fsync + os.Rename, fsatomic.go:27-62). Read path falls back to <id>/workspace.json.bak on corruption (workspaceMetadataExists :96-104, backup recovery). Matches expected behavior.",,,
WS-12,Workspace,Primary checkout as a workspace,"As a user, I want the main repo checkout shown as a workspace, so that I can work the primary branch too.",Synthesized workspace where Root==Repo; always exists (never deleted); current HEAD branch; listed first; UI state can persist.,app/workspace_service_load.go; data/workspace.go,app/app_projects_loaded_canonical_test.go,Pass,code-trace (Phase 2 multi-agent verify),"app/workspace_service_load.go:60-98 synthesizes a primary workspace with root==repo==path and branch=GetCurrentBranch, prepended so it is listed first (:96 append([]data.Workspace{*primaryWs}, workspaces...)). data/workspace.go:100-107 IsPrimaryCheckout returns root==repo. Never deleted: DeleteWorkspace fails on ws.IsPrimaryCheckout() (workspace_service.go:286-288). UI state persists via store.LoadMetadataFor/Save (:85-95).",,,
WS-13,Workspace,Lifecycle FSM + reload guard,"As the system, I want create/delete/rescan races prevented, so that workspace state can't corrupt.","States active/creating/deleting (mutually exclusive, settle back to active); delete-in-flight blocks rescan import; stale LoadProjects dropped by token; guarded by a phase-map RWMutex plus per-repo mutex and per-workspace flock.",app/workspace_lifecycle_state.go; workspace_reload_guard.go,app/workspace_lifecycle_fsm_test.go,Pass,code-trace (Phase 2 multi-agent verify),"app/workspace_lifecycle_state.go:14-49 defines phases active/creating/deleting with a transition table making creating/deleting mutually exclusive, entered only from active, always allowed back to active (:37-49). Delete-in-flight blocks rescan import (workspace_service_load.go:139,153,178). Stale LoadProjects dropped by token (app_input_messages_workspace.go:24-30). Concurrency is guarded by phaseMu sync.RWMutex over the phase map (:59,89-105), per-repo sync.Mutex repoGitLocks (workspace_service_init.go:66-68), and per-workspace flock files (data/workspace_store.go:186,249). CATALOG IMPRECIS…",,,
WS-14,Workspace,Managed-root path scoping,"As the system, I want workspaces scoped to a managed dir, so that cleanup/validation can't touch the repo root.",Workspaces under ~/.amux/workspaces/<project>/<workspace>; paths validated within the project root; strict nesting prevents deleting the project root.,app/workspace_paths.go,app/workspace_paths_test.go,Pass,code-trace (Phase 2 multi-agent verify),"app/workspace_paths.go:40-141 scopes workspaces under workspacesRoot/<projectSegment> (managedProjectRoots :40-76; default ~/.amux/workspaces per config/paths.go:30). isManagedWorkspacePathForProject (:92-105) validates paths within the managed roots; create and delete both enforce it (workspace_service.go:144-149,307-309). Destructive stale-cleanup uses isManagedWorkspaceChildPathForProject -> isPathWithin (:111-141) which excludes rel=='.' (strict nesting) so the project root itself can never be recursively deleted.",,,
PAL-01,Palette,Open command palette (C-Space),"As a user, I want C-Space to open a command palette, so that I can run commands without memorizing keys.","C-Space opens a bottom palette of grouped root commands (General, Tabs); stays open until a command completes, Esc, or timeout.",app/app_prefix.go; app_input_keys.go; app_prefix_palette.go,app/app_prefix_palette_test.go,Pass,code-trace (Phase 2 multi-agent verify),"keybindings.go:32-35 binds keymap.Prefix to both 'ctrl+@' and 'ctrl+space' (Ctrl-Space is reported either way). app_input_keys.go:42-56 calls enterPrefix() when not active. app_prefix.go:53-57 enterPrefix sets prefixActive and schedules a timeout via refreshPrefixTimeout (defaults.go:8 prefixTimeout = 3*time.Second). The palette renders grouped root commands (app_prefix_palette.go:233-240 group titles 'Tabs' for 't', 'General' otherwise). It stays open: a complete leaf or numeric exits via exitPrefix (app_input_keys.go:69-71), Esc cancels (app_input_keys.go:60-65), and the 3s timeout closes i…",,,
PAL-02,Palette,Narrowing + leaf execution,"As a user, I want sequences to narrow then execute on a unique leaf, so that multi-key commands feel predictable.",Typing a token narrows the palette; a unique leaf (e.g. t a) executes immediately; ambiguous prefixes stay in narrowing mode.,app/app_prefix.go,app/app_prefix_test.go,Pass,code-trace (Phase 2 multi-agent verify),"app_prefix.go:100-130 handlePrefixCommand appends the typed token, computes matchingPrefixCommands, and only returns prefixMatchComplete when 'exactCount == 1 && len(matches) == 1' (a unique leaf), e.g. ['t','a'] -> new_agent_tab. matchingPrefixCommands (app_prefix.go:165-188) prefix-matches so an ambiguous token like 't' returns 8 matches and stays prefixMatchPartial (narrowing), keeping the palette open (app_input_keys.go:72-74). TestNextPrefixPaletteChoices/visibility tests (app_prefix_palette_test.go) corroborate narrowing under 't'.",,,
PAL-03,Palette,Backspace undo / Esc cancel,"As a user, I want Backspace to undo and Esc to cancel, so that I can correct or abort a sequence.",Backspace pops the last token (stays at root as harmless undo); Esc exits prefix mode without forwarding the key to the terminal.,app/app_prefix.go; app_input_keys.go,(trace),Pass,code-trace (Phase 2 multi-agent verify),"Backspace: app_prefix.go:92-98 pops the last token when the sequence is non-empty and returns prefixMatchPartial, keeping the palette open; with an empty sequence it pops nothing and still returns partial (harmless undo at root). prefixInputToken (app_prefix.go:133-138) maps both KeyBackspace and KeyDelete to 'backspace'. Esc: app_input_keys.go:60-65 — when prefixActive and code is KeyEsc/KeyEscape it calls exitPrefix() and returns nil, so it does NOT fall through to the pane-routing switch (lines 81-138), i.e. the Esc is not forwarded to the terminal.",,,
PAL-04,Palette,C-Space reset / double C-Space literal NUL,"As a user, I want C-Space again to reset, and C-Space C-Space to send a literal NUL, so that terminal apps can receive Ctrl-Space.","With a sequence started, C-Space resets to root; with empty sequence, a second C-Space sends NUL (0x00) to the focused terminal and exits prefix.",app/app_input_keys.go; app_prefix.go,(trace),Pass,code-trace (Phase 2 multi-agent verify),"app_input_keys.go:43-53: when the prefix is already active and len(prefixSequence)==0, a second prefix key calls sendPrefixToTerminal() then exitPrefix(); otherwise (non-empty sequence) it resets prefixSequence=nil and refreshes the timeout (reset to root). sendPrefixToTerminal (app_prefix.go:326-332) sends the literal NUL byte '\x00' to the focused center or sidebar terminal. The palette footer text matches: app_prefix_palette.go:64 'Esc cancel | Backspace undo | C-Space reset | C-Space C-Space sends literal'.",,,
PAL-05,Palette,Open Settings (C-Space S),"As a user, I want C-Space S to open settings, so that I can configure the app.","Sequence S opens the Settings dialog (theme, version/update).",app/app_prefix.go; app_input_messages_dialogs.go,(trace),Pass,code-trace (Phase 2 multi-agent verify),prefixCommandTable maps Sequence ['S'] -> Action 'open_settings' (app_prefix.go:30). runPrefixAction 'open_settings' emits messages.ShowSettingsDialog{} (app_prefix.go:210-211). handleShowSettingsDialog (app_input_messages_dialogs.go:128-148) builds the Settings dialog with the current theme and version/update info (NewSettingsDialog + SetUpdateInfo). Note 'S' is the uppercase token; prefixInputToken keys on the literal text so lowercase 's' would not match — consistent with the catalog's C-Space S.,,,
PAL-06,Palette,Quit (C-Space q),"As a user, I want C-Space q to quit, so that I can exit safely.",Sequence q shows a quit confirmation dialog; confirm proceeds to shutdown.,app/app_prefix.go; app_input_dialogs.go,(trace),Pass,code-trace (Phase 2 multi-agent verify),"prefixCommandTable maps ['q'] -> 'quit' (app_prefix.go:31). runPrefixAction 'quit' calls showQuitDialog() (app_prefix.go:212-214). showQuitDialog (app_input_dialogs.go:238-248) builds NewConfirmDialog(DialogQuit, 'Quit AMUX', 'Are you sure you want to quit?'), which defaults cursor to 1 = 'No' (dialog.go:98-100), a safe default. On confirm, handleDialogResult DialogQuit (app_input_dialogs.go:222-229) persists tabs, calls Shutdown(), sets quitting, and returns tea.Quit. dialog_update.go:58 only confirms when cursor==0 (Yes); Esc returns Confirmed:false (dialog_update.go:28-31).",,,
PAL-07,Palette,Cleanup tmux (C-Space K),"As a user, I want C-Space K to clean up amux tmux sessions, so that I can clear stale sessions.",Sequence K shows a confirmation; confirm kills all @amux-tagged and amux-* sessions on the server; a success toast confirms the cleanup.,app/app_prefix.go; app_tmux.go,app/app_tmux_test.go,Pass,code-trace (Phase 2 multi-agent verify),"['K'] -> 'cleanup_tmux' (app_prefix.go:32); runPrefixAction emits messages.ShowCleanupTmuxDialog{} (app_prefix.go:215-216). handleShowCleanupTmuxDialog (app_input_messages_dialogs.go:114-125) builds a NewConfirmDialog 'Kill all amux-* tmux sessions on server %q?' defaulting to No (dialog.go:98-100). On confirm, DialogCleanupTmux emits messages.CleanupTmuxSessions (app_input_dialogs.go:231-232), handled at app_input_dispatch.go:166-169 -> cleanupAllTmuxSessions (app_tmux.go:50-72), which kills @amux=1-tagged sessions then amux-* prefixed sessions and emits a success/warning Toast. Catalog impr…",,,
NAV-01,Navigation,Focus left/right pane (C-Space h / l),"As a user, I want to move focus between panes by keyboard, so that I can drive everything from the keyboard.","C-Space h/l move focus one pane left/right (relative directional movement, not absolute targets); prefix exits after.",app/app_prefix.go; app_focus_sync.go,(trace),Pass,code-trace (Phase 2 multi-agent verify),"internal/app/app_prefix.go:33-34 maps h->focus_left and l->focus_right; runPrefixAction (app_prefix.go:192-195) calls a.focusPaneLeft()/a.focusPaneRight(). app_ui.go:47-58 focusPaneLeft moves one pane left (Center->Dashboard, Sidebar/SidebarTerminal->Center-if-shown-else-Dashboard); app_ui.go:61-76 focusPaneRight moves one pane right (Dashboard->Center-if-shown-else-Sidebar, Center->Sidebar). Both actions return prefixMatchComplete, and app_input_keys.go:69-71 calls a.exitPrefix() on complete, so 'prefix exits after' holds. Visibility is correctly gated: prefixActionVisible (app_prefix_palett…",,,
NAV-02,Navigation,Center scroll via palette (C-Space u / d),"As a user, I want C-Space u/d to page-scroll center output, so that I can review logs by keyboard.","When center has an active terminal, the palette exposes u=scroll up / d=scroll down a page; otherwise d maps to delete-workspace.",app/app_prefix.go,(trace),Pass,code-trace (Phase 2 multi-agent verify),"internal/app/app_prefix.go:147-160 prefixCommands(): when centerScrollPrefixActive() it appends {u, 'scroll up', scroll_up} and rewrites the existing single-key 'd' command's Desc/Action to 'scroll down'/'scroll_down'; otherwise 'd' stays 'delete workspace' (base table app_prefix.go:29). centerScrollPrefixActive (app_prefix.go:257-262) requires focusedPane==PaneCenter and center.HasActiveTerminal(). runPrefixAction (app_prefix.go:196-205): 'scroll_up' -> ScrollActiveTerminalPage(1), 'scroll_down' -> ScrollActiveTerminalPage(-1), each re-guarded by centerScrollPrefixActive(). ScrollActiveTermi…",,,
NAV-03,Navigation,Numeric tab jump shown contextually,"As a user, I want the palette to offer 1-9 jump only when useful, so that the menu stays relevant.",The Tabs group lists '1-9 jump tab' only when the center has multiple tabs (showNumericTabJump).,app/app_prefix_palette.go; app_prefix_palette_visibility.go,app/app_prefix_palette_test.go,Pass,code-trace (Phase 2 multi-agent verify),internal/app/app_prefix_palette_visibility.go:51-57 showNumericTabJump() returns len(tabs) > 1 via a.center.GetTabsInfo(). app_prefix_palette.go:165-178 adds the '1-9 jump tab' choice to the 'Tabs' group only when showNumericTabJump() is true (creating the Tabs group if absent). Test TestRenderPrefixPalette_FiltersUnavailableRootCommands (app_prefix_palette_test.go:69-87) asserts '1-9' is absent with Tabs:1. Matches the expected behavior.,,,
DLG-01,Dialogs,File picker (navigate/filter/select),"As a user, I want a file picker to choose a project dir, so that I can add a project by browsing.",Starts at HOME; arrows/wheel move; type to fuzzy-filter; Tab autocompletes into a dir; Backspace goes to parent; Ctrl+H toggles hidden; Enter/'Add as project' confirms; Esc/Cancel aborts.,common/filepicker.go; filepicker_navigation.go,"common/filepicker_test.go, filepicker_navigation_test.go",Pass,code-trace (Phase 2 multi-agent verify),"internal/app/app_input_messages_dialogs.go:34-41 builds NewFilePicker(DialogAddProject, home, true) starting at os.UserHomeDir(), title 'Add Project', primary label 'Add as project'. internal/ui/common/filepicker.go:139-147 wheel up/down move cursor; :213-215 Tab calls handleAutocomplete (filepicker_navigation.go:297-315: enters dir or fills name); :232-235 Backspace -> handleBackspace (filepicker_navigation.go:134-172 goes to parent when input equals base path or empty); :237-241 ctrl+h toggles showHidden; :204-208 Esc emits Confirmed:false; :210-211 Enter -> handleEnter. applyFilter (filepi…",,,
DLG-02,Dialogs,Create Workspace dialog + live validation,"As a user, I want a validated name input, so that I can't create an invalid workspace.",Single-line input with per-keystroke validation; red error below input on invalid names; Enter blocked while invalid; OK/Cancel buttons; Esc cancels.,common/dialog.go; app/app_input_messages_dialogs.go,common/dialog_test.go,Pass,code-trace (Phase 2 multi-agent verify),internal/app/app_input_messages_dialogs.go:47-58 NewInputDialog 'Create Workspace' with SetInputValidate running ValidateWorkspaceName per call. dialog_update.go:127-139 runs inputValidate on every keystroke after input.Update; :39-41 Enter is blocked while validationErr != ''; dialog_update.go:197-199 click-OK also blocked while invalid. dialog_render.go:143-146 renders validationErr in ColorError() (red) directly below the input. renderInputButtonsLine (dialog_render.go:220-243) renders OK/Cancel; dialog_update.go:28-32 Esc cancels.,,,
DLG-03,Dialogs,Delete Workspace confirmation,"As a user, I want to confirm before deleting a workspace + branch, so that I don't lose work accidentally.","Confirm dialog 'Delete workspace ""<name>"" and its branch?'; Yes/No with h/l/tab/click; default No.",common/dialog.go; app/app_input_messages_dialogs.go,common/dialog_confirm_test.go,Pass,code-trace (Phase 2 multi-agent verify),"app_input_messages_dialogs.go:65-69 NewConfirmDialog message ""Delete workspace '%s' and its branch?"". dialog.go:92-102 NewConfirmDialog sets options [Yes,No] with cursor/defaultCursor=1 (No) => safe default; no SetDefaultOption override here. dialog_update.go:114-122 h/left->cursor0(Yes), l/right->cursor1(No), :89-98 tab cycles; handleClick dialog_update.go:209-213 click selects; Enter returns Confirmed: cursor==0. Catalog uses double-quotes around name vs code single-quotes — cosmetic wording only.",,,
DLG-04,Dialogs,Trust Scripts confirmation,"As a user, I want to confirm trusting a repo's scripts, so that I control which repo commands run.","Dialog 'Trust .amux/workspaces.json scripts for ""<ws>"" and run setup now?'; default No; Yes records approval and runs setup.",app/app_input_messages_dialogs.go,process/scripts_trust_gate_test.go,Pass,code-trace (Phase 2 multi-agent verify),"app_input_messages_dialogs.go:81-87 NewConfirmDialog message ""Trust .amux/workspaces.json scripts for '%s' and run setup now?"" then SetDefaultOption(1). options are [Yes(0),No(1)] (dialog.go:98), so SetDefaultOption(1) selects 'No' (safe, redundant with the constructor default). On Yes, app_input_dialogs.go:169-172 case DialogTrustScripts calls trustRepoScriptsAndRunSetupAsync (app_operations.go:99-104 -> workspaceService.TrustRepoScriptsAndRunSetupAsync) which records approval and runs setup.",,,
DLG-05,Dialogs,Remove Project confirmation,"As a user, I want to confirm removing a project, so that I don't drop a project by mistake.","Dialog 'Remove project ""<name>"" from AMUX? This won't delete any files.'; default No.",app/app_input_messages_dialogs.go,,Pass,code-trace (Phase 2 multi-agent verify),"app_input_messages_dialogs.go:97-102 NewConfirmDialog message ""Remove project '%s' from AMUX? This won't delete any files.""; no SetDefaultOption so defaultCursor=1 (No) per dialog.go:99-100. On Yes, app_input_dialogs.go:174-182 emits messages.RemoveProject. Wording matches catalog exactly.",,,
DLG-06,Dialogs,Select Assistant / agent picker,"As a user, I want to pick an assistant for a new agent tab, so that I can choose which agent runs.",'New Agent' picker lists available assistants with static brand-colour markers; fuzzy filter; up/down/tab navigate; Enter selects; Esc cancels.,common/agent_picker.go; dialog_update.go,common/dialog_test.go,Pass,code-trace (Phase 2 multi-agent verify),"common/agent_picker.go:16-45 NewAgentPicker(options []string) builds a DialogSelect titled 'New Agent', message 'Select agent type:', filterEnabled with fuzzy filter (fi placeholder 'Type to filter...'). dialog_update.go:89-112 tab/down and shift+tab/up navigate filteredIndices; :61-86 Enter selects; :28-32 Esc cancels. CATALOG IMPRECISION: 'running indicators' overstated — renderAgentPickerOptions agent_picker.go:71 renders Icons.Running colored by AgentColor(opt) UNCONDITIONALLY for every option; NewAgentPicker only receives names (app_input_messages_dialogs.go:110 passes a.assistantNames()…",,,
DLG-07,Dialogs,Quit + Cleanup-tmux confirmations,"As a user, I want explicit confirmations for quit and tmux cleanup, so that destructive actions are deliberate.","Quit: 'Are you sure you want to quit?'. Cleanup: 'Kill all amux-* tmux sessions on server ""<name>""?'. Both default No; Esc cancels.",app/app_input_dialogs.go; app_input_messages_dialogs.go,,Pass,code-trace (Phase 2 multi-agent verify),"app_input_dialogs.go:238-248 showQuitDialog -> NewConfirmDialog 'Quit AMUX' message 'Are you sure you want to quit?'. app_input_messages_dialogs.go:115-125 handleShowCleanupTmuxDialog -> NewConfirmDialog message 'Kill all amux-* tmux sessions on server %q?'. Both via NewConfirmDialog so defaultCursor=1 (No); dialog_update.go:28-32 Esc cancels both. On Quit-Yes app_input_dialogs.go:222-229 persists tabs, Shutdown, tea.Quit.",,,
DLG-08,Dialogs,Safe defaults + modal input blocking,"As a user, I want dialogs to default to the safe option and block background input, so that I focus on the modal.","Dangerous confirmations default to No; while a dialog/file-picker/settings/error is visible, keyboard+click route to the modal (wheel excepted).",common/dialog.go; app/app_input_dialogs.go; app_input_mouse.go,common/dialog_confirm_test.go,Pass,code-trace (Phase 2 multi-agent verify),"Safe defaults: every NewConfirmDialog defaults cursor to 1=No (dialog.go:99-100); SetDefaultOption(1) in trust dialog also = No. Modal blocking: app_input.go:38-40 handlePreSwitchInput runs before key/mouse routing and returns consumed=true for dialog/filepicker/settings input (app_input_dispatch.go:71-79; handleOverlayInput app_input_dialogs.go:46-64 consumes KeyPress/MouseClick/wheel/motion/release). Wheel over modals is explicitly blocked in app_input_mouse.go:112-119 (dialog/filepicker/settings/err). Minor note: while only the error overlay is up, app_input_dialogs.go:32-42 handleErrorOve…",,,
DLG-09,Dialogs,Toast notifications (info/success/warn/error),"As a user, I want transient status toasts, so that I get feedback without modal interruption.","Info/success ~3s, warning ~4s, error ~5s; level icon + colour; auto-dismiss; rendered at a fixed bottom-center position.",common/toast.go,common/toast_test.go,Pass,code-trace (Phase 2 multi-agent verify),"common/toast.go: ShowInfo 3s (:74-76), ShowSuccess 3s (:64-66), ShowWarning 4s (:79-81), ShowError 5s (:69-71) — matches catalog 'info/success ~3s, warning ~4s, error ~5s'. View() (:106-124) sets level icon+style per type; Show (:50-61) schedules SafeTick auto-dismiss; Visible()/View() expire via showUntil. CATALOG IMPRECISION: rendered bottom-CENTER, not a 'corner' (app_view_overlays.go:60-76: x=(width-toastWidth)/2, y=height-2-prefixOverlayHeight). Fixed position is correct UX; 'corner' is just wording.",,,
DLG-10,Dialogs,Error overlay dismiss,"As a user, I want to dismiss an error overlay easily, so that I can return to work.","When an error overlay shows, any click or key dismisses it and restores normal input handling.",app/app_input_dialogs.go; app_input_keys.go,,Pass,code-trace (Phase 2 multi-agent verify),"Key dismiss: app_input_keys.go:35-39 handleKeyPress clears a.err on ANY key (error message is not consumed by handlePreSwitchInput so it reaches handleKeyPress). Click dismiss: app_input_dialogs.go:32-42 handleErrorOverlayDismiss clears a.err on MouseLeft. Overlay text app_view_overlays.go:98 instructs 'Press any key to dismiss.' Note: only left-click dismisses (right/middle click is not handled), but 'any key' and left-click both work, satisfying the cataloged behavior.",,,
SET-01,Settings,Theme selection + live preview,"As a user, I want to browse themes with live preview, so that I can customize appearance before committing.",Settings lists themes; up/down (or click) cycles with immediate live preview via ThemePreview; not persisted until the dialog closes.,common/settings.go; settings_render.go,common/settings_test.go,Pass,code-trace (Phase 2 multi-agent verify),"internal/ui/common/settings.go:202-223 (handleNext/handlePrev cycle themeCursor and emit ThemePreview{Theme,Session}); settings.go:153-159 (handleSelect commits cursor theme + emits ThemePreview); settings.go:244-253 (handleClick sets themeCursor from hit region and selects). App side: internal/app/app_input_messages_dialogs.go:173-182 handleThemePreview calls applyTheme, which (lines 156-169) mutates only in-memory a.config.UI.Theme + restyles components; it does NOT call SaveUISettings. Disk persistence is deferred: persistSettingsThemeIfDirty (lines 184-195) calls config.SaveUISettings() o…",,,
SET-02,Settings,Version info + update trigger,"As a user, I want to see my version and update if newer, so that I can stay current.","Shows current version (or 'Development build'); if an update is available, '[Update to vX]' triggers the upgrade flow.",common/settings.go; app/app_input_messages_dialogs.go,common/settings_test.go,Pass,code-trace (Phase 2 multi-agent verify),"internal/ui/common/settings_render.go:57-61 renders '  Development build' when currentVersion is empty or 'dev', else '  <version>'. settings_render.go:66-74 renders '  [Update to <latestVersion>]' only when s.updateAvailable, registering a hit region. internal/ui/common/settings.go:161-165 handleSelect on settingsItemUpdate (when updateAvailable) hides the dialog and emits messages.TriggerUpgrade{}. internal/app/app_input_dialogs.go:276-307 handleTriggerUpgrade runs the real upgrade flow (svc.Check + svc.Upgrade) and emits UpgradeComplete; app_input_dialogs.go:310-323 shows success/error toa…",,,
SET-03,Settings,Section navigation + close (persist),"As a user, I want Tab/Shift+Tab navigation and a Close that saves, so that I can move through and persist settings.","Tab/Shift+Tab cycle Theme→Update→Close (Update skipped if unavailable; Version is a non-interactive label, not a stop); Esc or Close saves theme to config and closes.",common/settings.go; settings_render.go,common/settings_nav_test.go,Pass,code-trace (Phase 2 multi-agent verify),"internal/ui/common/settings.go:136-141 binds tab->handleNextSection and shift+tab->handlePrevSection. The focusable enum (settings.go:24-28) is exactly Theme(0), Update(1), Close(2) -- there is NO focusable 'Version' item; Version is a display-only section (settings_render.go:56-64). handleNextSection/handlePrevSection (settings.go:175-198) skip Update when !updateAvailable and wrap around, confirmed by settings_nav_test.go:94-158. Esc (settings.go:129-131) and Close (settings.go:167-169) both set visible=false and emit SettingsResult{}, which routes to handleSettingsResult (internal/app/app_…",,,
MOU-01,Mouse,Click to focus pane,"As a user, I want to click a pane to focus it, so that I can switch focus by mouse.",Left-click in any visible pane moves keyboard focus there; coordinates translated to pane-local for handling.,app/app_input_mouse.go; app_focus_sync.go,app/app_input_mouse_test.go,Pass,code-trace (Phase 2 multi-agent verify),"internal/app/app_input_mouse.go:13-68 routeMouseClick: on tea.MouseLeft with a hit target it calls a.focusPane(targetPane) (line 24-26), which sets a.focusedPane and runs syncPaneFocusFlags (app_ui.go:18-19 -> setFocusedPane). Coordinates are translated to pane-local via adjustMouseXY for Dashboard/Center/Sidebar (lines 41/47/62, helper at 88-102: dashboard subtracts LeftGutter+TopGutter, center subtracts TopGutter, sidebar via adjustSidebarMouseXY). paneForPoint (262-311) restricts hits to visible pane interiors and intentionally returns paneNone for the outer gutter and inter-pane gaps (273…",,,
MOU-02,Mouse,Wheel routing to pane under pointer,"As a user, I want the wheel to scroll the pane under the pointer, so that scrolling targets what I'm looking at.","Wheel routes to the hovered pane if it can scroll, else the focused pane; blocked while modals/toasts are visible; palette region is click-inert.",app/app_input_mouse.go,e2e/mouse_scroll_test.go,Pass,code-trace (Phase 2 multi-agent verify),"internal/app/app_input_mouse.go:105-169 routeMouseWheel: palette region consumed first (106-110, prefixPaletteContainsPoint); modal/error/toast overlays blocked next (112-119 covering dialog, filePicker, settingsDialog, a.err, and toastCoversPoint -> app_view_overlays.go:216); then targetPane defaults to focusedPane and retargets to the hovered pane only when canRetargetWheelToPane returns true (127-137, 171-182 delegating to each model's CanConsumeWheel), with Dashboard hover deliberately not retargeted (130-132) because dashboard wheel auto-activates rows. Confirmed by e2e/mouse_scroll_test…",,,
MOU-03,Mouse,Welcome / workspace-info link clicks,"As a user, I want clickable links on the welcome and workspace-info screens, so that I can act without keybindings.",Click '[Settings]'/'[Add project]' on welcome opens those dialogs; click '[New agent]' on workspace info opens the agent picker.,app/app_ui_click.go,app/app_ui_click_test.go,Pass,code-trace (Phase 2 multi-agent verify),"internal/app/app_ui_click.go:48-94 handleWelcomeClick matches '[Settings]' -> messages.ShowSettingsDialog (66-77) and '[Add project]' -> messages.ShowAddProjectDialog (79-90), using centered hit-region math (offsetY/lineOffsetX via centerOffset) that mirrors renderWelcome's lipgloss.Place (app_view_content.go:79-87). handleWorkspaceInfoClick (96-120) matches '[New agent]' -> messages.ShowSelectAssistantDialog (105-115) with raw idx/i math because renderWorkspaceInfo content is left-aligned and the button has no leading indent (app_view_content.go:69-70). The three link strings exist verbatim …",,,
AGT-01,Agents,Launch Claude agent,"As a user, I want to launch Claude, so that I can interact with the primary agent.","C-Space t a → pick 'claude' → spawns a tmux session running 'claude', creates an attached tab with the agent PTY, shows working indicator.",config/agents.go; center/model_tabs.go; pty/agent.go,"e2e/workspace_agent_test.go, persistence_test.go",Pass,code-trace (Phase 2 multi-agent verify),"internal/ui/app/app_prefix.go:35,217-224 maps C-Space t a -> action new_agent_tab, which (after workspace + tmux checks) emits messages.ShowSelectAssistantDialog{} (the assistant picker). Selecting an assistant calls center.createAgentTab -> createAgentTabWithSession (internal/ui/center/model_tabs.go:103-166) which spawns a tmux session via agentManager.CreateAgentWithTags (internal/pty/agent.go:71-128, builds tmux client cmd running assistantCfg.Command), captures scrollback with tmux.CapturePane, then handlePtyTabCreated (model_tabs.go:316-388) creates a vterm.New, appends the Tab with Runn…",,,
AGT-02,Agents,Launch any registered agent,"As a user, I want to launch any of the 9 supported agents (claude, codex, gemini, amp, opencode, droid, cline, cursor, pi), so that I can choose my preferred AI.",Registry lists all 9 in display order with default command + interrupt config; chosen from the assistant picker.,config/agents.go,config/agents_test.go,Pass,code-trace (Phase 2 multi-agent verify),"internal/config/agents.go:18-28 declares AgentRegistry with exactly 9 entries in display order: claude, codex, gemini, amp, opencode, droid, cline, cursor, pi, each with DefaultCommand + InterruptCount + InterruptDelayMs. AgentNames() (agents.go:42-48) returns them in registry order, and preferredAssistantOrder (config.go:42) derives from it. TestAgentRegistryIsCanonical (internal/config/agents_test.go:45-103) enforces that defaultAssistants, preferredAssistantOrder, and IsRegisteredAgent all equal the registry set and preserve order. Note: cursor's DefaultCommand is 'agent' (not 'cursor'), b…",,,
AGT-03,Agents,Override agent command/interrupt in config,"As a user, I want to override an agent's command and interrupt behavior, so that I can use custom binaries or stop semantics.",config.json assistants[name].command/interrupt_count/interrupt_delay_ms override built-in defaults (empty command disables); applied at launch/interrupt.,config/config.go; pty/agent.go,config/agents_test.go; pty/agent_test.go,Pass,code-trace (Phase 2 multi-agent verify),"internal/config/config.go:173-205 applyAssistantOverrides overlays config.json assistants[name].command / interrupt_count / interrupt_delay_ms onto the built-in defaults; the overridden command is used at launch (agent.go:72,101 reads m.config.Assistants[type].Command). 'Empty command disables' holds for a *new* custom assistant: with no built-in default and an empty override command, cfg.Command stays """" and line 194-196 'continue' skips inserting it into the map (test TestDefaultConfigLoadsAssistantOverrides confirms overrides at config_test.go:35-88). Caveat: the interrupt_count/interrupt_…",,,
AGT-04,Agents,Type + Enter delivered to agent,"As a user, I want my keystrokes and Enter to reach the agent intact, so that I can drive it.",Keystrokes route via the tab actor (or direct fallback) to Terminal.SendString; Enter is delivered as \r (0x0D); activity tagged.,center/model_input_keys.go; pty/terminal.go,"e2e/sendkeys_realagent_test.go, closeloop_test.go",Pass,code-trace (Phase 2 multi-agent verify),"common/keys.go:62-63 KeyToBytes maps tea.KeyEnter -> []byte{'\r'} (0x0D). In center/model_input_keys.go:213-242 sendKeyToTerminal computes input=KeyToBytes(msg) and routes it via tabEvent{kind:tabEventSendInput} to the actor, which writes it verbatim through Terminal.SendString (center/tab_actor.go:217,284,320-332 -> pty/terminal.go:114 Write); on actor-not-ready it falls back to directSendStamped. Activity is tagged via userInputActivityTagCmd. The \r reaches the agent unmodified.",,,
